customer_code,account_type,customer_name,salesperson,suburb,state,postcode,customer_group,customer_type,customer_ranking,email,phone
NORTHCOJ,Standard,North Coast Joinery Works,Q4,Buderim,QLD,4556,JOINERY,Joinery & Cabinet,A-OCCASI,info@northcoastjoinery.com.au,54766999
NORTHP,Cash Sale,North Point Painting,Q8,Cudgera Creek,NSW,2484,APP D,Waterproofing,I-POTENT,northpointpainting@bigpond.com,+61403332654
NORTHSID,Cash Sale,Northside Construction Group,Q1,Zillmere,QLD,4034,UNCATEGORIZED,Waterproofing,NEW-ACCE,info@northsideconstruction.com.au,+61458471327
NORTHSTO,Standard,Northcoast Stone,Q4,Maroochydore Bc,QLD,4558,STONE,Stone,A-OCCASI,jana@northcoaststone.com.au,54767636
NORTHWIN,Cash Sale,Northside Windscreens,Q1,Lawnton,QLD,4501,UNCATEGORIZED,Windscreen Installer,NEW-ACCE,autoglass.northside@racq.com.au,1300211656
NPDDEVEL,Cash Sale,Npd Developments,Q8,Southport,QLD,4215,APP D,Developer,FOL-UP,juan@npdgroup.net.au,NO_PHONE_PROVIDED
NPSCOM,Standard,Nps Commercial,HO,Chermside South,QLD,4032,UNCATEGORIZED,Commercial Construct,NEW-ACCE,nps@npscommercial.com.au,+61738615999
NRATILIN,Cash Sale,Nra Tiling,Q3,Edens Landing,QLD,4207,UNCATEGORIZED,Bathroom,A-OCCASI,info@nratiling.com.au,+61478840015
NSWROCK,Cash Sale,Nsw Rock Solid Tiling,Q5,Thurgoona,NSW,2640,APP D,Bathroom,A-POTENT,admin@rocksolidtiling.com,+61413966371
NTHCOAST,Cash Sale,North Coast Tiles,Q4,Maroochydore South,QLD,4558,TILER,Bathroom,A-POTENT,nickparkin101@hotmail.com,+61418757871
NUTBOLT,Standard,Nut & Bolt Factory Pty Ltd Yatala,Q3,Beenleigh,QLD,4207,RESELLER,Fastening Shop,A-POTENT,accounts@nutandboltfactory.com.au,+61734899999
NUTRIEN,Standard,Nutrien Water,Q0,North Ryde,NSW,1670,CONST,Masonry,A-VIP,ruralcoprints@ruralco.com.au,+61383402333
NUTWOO,Standard,Nut & Bolt Factory Woolloongabba,Q3,Woolloongabba,QLD,4102,RESELLER,Fastening Shop,A-POTENT,sales@gabbabolt.com.au,+61733930303
OCD,Cash Sale,Ocd Tiling,Q4,Nambour,QLD,4560,TILER,Bathroom,A-OCCASI,jarryd@ocdtiling.com.au,+61401314763
OCEAN,Standard,Oceanstop Waterproofing Qld Pty Ltd,Q6,Buddina,QLD,4575,UNCATEGORIZED,Waterproofing,A-MONITO,accounts@oswqld.com.au,+61499949333
OCEANAIR,Standard,Ocean Air Marine Refrigeration,Q4,Mooloolaba,QLD,4557,UNCATEGORIZED,Misc Industrial,A-POTENT,oceanair.mooloolaba@gmail.com,+61484234238
OCEANIC,Cash Sale,Oceanic Waterproofing,Q2,Wilsonton,QLD,4350,UNCATEGORIZED,Waterproofing,UNRANKED,oceanicwaterproof@bigpond.com,+61419163025
OFFICE,Standard,Office Screens Pty Ltd,HO,Eagle Farm,QLD,4009,IND,Joinery & Cabinet,A-NEVER,admin@officescreens.com.au,+61738681477
OLBROC,Standard,Olbroc Projects,Q3,Mt Gravatt,QLD,4122,UNCATEGORIZED,Domestic Builder,NEW-ACCE,accounts@olbrocprojects.com.au,+61735406955
ONESTOP,Standard,One Stop Joinery,Q4,Bells Creek,QLD,4551,JOINERY,Joinery & Cabinet,A-POTENT,admin@onestopjoinery.com.au,54766135
ONLYBATH,Cash Sale,Only Bathrooms Gc,Q8,Mudgeeraba,QLD,4213,APP D,Bathroom,UNRANKED,onlybathroomsgc@gmail.com,+61412720336
ONPOINT,Cash Sale,On Point Tiling,Q1,Caboolture,QLD,4510,UNCATEGORIZED,Bathroom,I-NEVER,onpointtilingqld@gmail.com,+61490137135
ONSITFA,Standard,Onsite Fastening Solutions,Q8,Burleigh Mc,QLD,4220,RESELLER,Fastening Shop,A-POTENT,accounts@osfs.com.au,1300774429
OPTIMCAU,Cash Sale,Optimum Caulking Services,Q3,Springwood,QLD,4127,UNCATEGORIZED,Commercial Caulking,NEW-ACCE,jhlee_1016@hotmail.com,+61422000604
OPTIMUM,Standard,Optimum Waterproofing Solutions,Q3,Underwood,QLD,4119,A1,Waterproofing,A-MONITO,optimum.waterproofing@hotmail.com,+61412846381
OPUS,Cash Sale,Opus Constructions #2697,HO,The Gap,QLD,4061,TB,Trade Builder,A-MONITO,phil@opuscons.com.au,+61733665501
ORDANGA,Standard,Ordanga Properties Pty Ltd #3182,HO,Ashgrove,QLD,4060,INACTIVE,Trade Builder,I-NEVER,admin@ordanga.com,+61732685500
ORIGINAL,Cash Sale,The Original Tile Co,Q1,Narangba,QLD,4504,TILER,Bathroom,I-NO POT,admin@theoriginaltileco.com.au,+61439860686
OSHEAWP,Cash Sale,O'shea Waterproofing,Q3,Kooralbyn,QLD,4285,UNCATEGORIZED,Waterproofing,A-OCCASI,auswater1@hotmail.com,+61458930432
OUTRAGEO,Standard,Outrageously Clean,Q1,Enoggera,QLD,4051,A1,Commercial Caulking,A-MONITO,ajasbola@hotmail.com,+61411254477
OVERTHE,Cash Sale,Over The Top Roofing,Q4,Kunda Park,QLD,4556,CONST,Misc Construction,I-NEVER,overthetoproofing@live.com.au,1300854831
OWENS,Cash Sale,Craig Owens,Q4,Little Mountain,QLD,4551,A0,Stone,A-MONITO,craigpowens@hotmail.com,+61415545103
OZCARA,Standard,Oz Caravan World,Q1,Brendale,QLD,4500,UNCATEGORIZED,Auto Manufacturer,NEW-ACCE,accounts@ozcaravanworld.com.au,+61414645635
OZCRETE,Standard,Ozcrete Pools Pty Ltd,Q3,Loganholme,QLD,4129,CONST,Masonry,I-NO POT,accounts@ozcrete.com.au,+61738012805
PACCOAT,Standard,Pacific Coatings Pty Ltd,Q8,Carrara,QLD,4211,MEGAPOXY,Megapoxy Reseller,FOL-UP,rupert@paccoat.com.au,55004471
PACIFBUI,Cash Sale,Pacific Building Company,Q1,Brisbane City,QLD,4000,UNCATEGORIZED,Waterproofing,NEW-ACCE,bernard@pacific-build.com,+61401122277
PACIFCOA,Standard,Pacific Coast Builders,Q4,Golden Beach,QLD,4551,UNCATEGORIZED,Domestic Builder,NEW-ACCE,accounts@pacificcoastbuilders.com.au,+61466566286
PACIFSUP,Cash Sale,Pacific Supply Link,HO,George Street,QLD,4003,UNCATEGORIZED,Adhesive Supplies,A-MONITO,admin@pacificsupplylink.com.au,+61411109138
PACIND,Standard,Pacific Industries Pty Ltd,Q3,Redland Bay,QLD,4165,A0,Facade Cladding,I-NEVER,admin@pacificfp.com.au,+61732067165
PACISLAN,Standard,Pacific Islands International,Q1,Shaw,QLD,4818,UNCATEGORIZED,Industrial Supplies,NEW-ACCE,accounts@pacificislands.com.au,44126800
PACWATER,Standard,Pacific Coast Waterproofing,Q4,Landsborough,QLD,4550,UNCATEGORIZED,Waterproofing,NEW-ACCE,ben@pacificcoastwaterproofing.com.au,+61458844333
PAGE,Standard,Page Furnishers Pty Ltd,Q4,Pomona,QLD,4568,IND,Joinery & Cabinet,A-OCCASI,admin@pagefurn.com.au,54851888
PAINT,Standard,Paint N Colour / Sbi Toowoomba,Q2,Toowoomba West,QLD,4350,RESELLER,Industrial Supplies,A-POTENT,ap@sbisales.com.au,46379100
PAINTRIT,Standard,Paint Rite,Q3,Beenleigh,QLD,4207,RESELLER,Industrial Supplies,A-OCCASI,accountspayable@paintrite.net,+61732741012
PALMWOOD,Cash Sale,Palmwoods Cabinets,Q4,Eudlo,QLD,4554,JOINERY,Joinery & Cabinet,A-OCCASI,palmwoodscabinets@gmail.com,54459958
PALOMINO,Cash Sale,Palomino Rv Australia,Q3,Slacks Creek,QLD,4655,AUTO,Auto Manufacturer,A-POTENT,info@palominorvaustralia.com.au,NO_PHONE_PROVIDED
PAMCONST,Standard,Pamcor Constructions,Q1,Aspley,QLD,4034,CONST,Commercial Construct,FOL-UP,admin@pamcor.com.au,+61417706572
PANDP,Cash Sale,P And P Building Concepts,Q1,Kedron,QLD,4031,UNCATEGORIZED,Domestic Builder,A-OCCASI,paolo@pandpbuildingconcepts.com.au,+61419378016
PANELCON,Cash Sale,Panel Concepts,Q8,Nerang,QLD,4211,INACTIVE,Tilt Panel,I-POTENT,panelcon@gmail.com,+61403935008
PANELSAF,Standard,Kdt Fabrications,Q3,Redland Bay,QLD,4165,A0,Tilt Panel,FOL-UP,sherryl@groupkdt.com,+61419948006
PANTEL,Cash Sale,Pantellica Tiling,Q3,Alexandra Hills,QLD,4161,TILER,Bathroom,I-POTENT,pantellicatiling@hotmail.com,+61432809366
PARABUIL,Cash Sale,Paradigm Building Group,HO,Glenview,QLD,4553,UNCATEGORIZED,Domestic Builder,UNRANKED,patrick@paradigmbuildinggroup.com.au,+61424239745
PARADIGM,Cash Sale,Paradigm New,Q3,Holland Park,QLD,4121,INACTIVE,Domestic Builder,A-MONITO,info@paradigmnew.com.au,+61401927439
PARADISE,Cash Sale,Paradise Portable Homes,Q2,Gatton,QLD,4343,UNCATEGORIZED,Standard,NEW-ACCE,chris@paradiseportables.com.au,+61422168037
PARENTE,Cash Sale,Parente Tiling,Q8,Highland Park,QLD,4211,APP D,Bathroom,I-POTENT,parentetiling@gmail.com,+61422835511
PASCO,Standard,Pasco Construction Solutions,Q0,Port Melbourne,VIC,3207,ADHDIST,Waterproof Supplies,A-MONITO,accounts@pasco.net.au,+61394299111
PASSIER,Cash Sale,Passier Projects,HO,Grange,QLD,4051,CONST,Domestic Builder,I-POTENT,joel@passierprojects.com.au,+61458130404
PATANEA,Cash Sale,Alf Patane,HO,The Grange,QLD,4051,JOINERY,Misc Industrial,A-MONITO,NO_EMAIL_PROVIDED,+61733560103
PATCH22,Standard,Patch 22 Pty Ltd,Q3,Wynnum West,QLD,4178,UNCATEGORIZED,Commercial Caulking,A-SERVIC,patch.22panels@gmail.com,+61409597156
PATCHRIT,Standard,Patchrite Panels,Q2,Glen Aplin,QLD,4381,A0,Tilt Panel,I-NEVER,sporty58.c@gmail.com,+61419643641
PAULS,Standard,Paul's Painting Service,Q2,Warwick,QLD,4370,UNCATEGORIZED,Painter,I-NEVER,pmorrispaulspaintingservice@gmail.com,+61417643408
PBIAUST,Standard,Pbi Australia,Q1,Stafford Dc,QLD,4053,CONST,Masonry,FOL-UP,accounts@pbiaustralia.com,+61733565777
PCWATER,Cash Sale,Pc Waterproofing,Q5,Tweed Heads South,NSW,2486,UNCATEGORIZED,Waterproofing,A-VIP,pcwaterproofing@outlook.com,+61407119950
PDFRAME,Cash Sale,Pd Frameless Glass,Q0,Narraweena,NSW,2099,UNCATEGORIZED,Commercial Caulking,A-MONITO,paul@pdframelessglass.com.au,+61407293319
PDMCARP,Standard,Pdm Carpentry,Q1,Geebung,QLD,4034,UNCATEGORIZED,Domestic Builder,A-OCCASI,phillmckenna88@gmail.com,+61403812554
PDOFLOOR,Cash Sale,Pdo Floors,Q2,Regency Downs,QLD,4341,IND,Flooring,A-MONITO,pdofloors@skymesh.com.au,+61417615669
PELAGIC,Cash Sale,Pelagic Stone,Q8,Burleigh Waters,QLD,4220,APP D,Stone,I-POTENT,daverosewell@gmail.com,+61421158464
PEMUL,Cash Sale,Pemulway Contracting,Q1,Alexandria,NSW,2015,UNCATEGORIZED,Misc Industrial,A-OCCASI,admin@pemulwaycontracting.com.au,NO_PHONE_PROVIDED
PENSARCV,Standard,Pensar Building Pty Ltd,Q3,Fortitude Valley,QLD,4006,CONST,Civil Const,I-NO POT,invoices@pensar.com.au,1300083042
PERFBUIL,Standard,Performance Building Group Pty Ltd,Q2,Cabarlah,QLD,4352,UNCATEGORIZED,Misc Construction,NEW-ACCE,accounts@performancebuildinggroup.com.au,+61488441138
PERFPLA,Cash Sale,Performance Plate Boats,Q1,Brendale,QLD,4500,UNCATEGORIZED,Marine Manufacturer,NEW-ACCE,performanceboats@bigpond.com,+61438461356
PERFPOOL,Standard,Performance Pool Equipment & Spa,Q3,Springwood Bc,QLD,4127,IND,Misc Industrial,A-OCCASI,accounts@performancepool.com.au,+61732996950
PETE,Standard,East Coast Joint Sealing,Q3,Carina Heights,QLD,4152,A1,Waterproofing,A-VIP,cunningplan.dc@gmail.com,+61733981054
PETROBUI,Standard,Petro Builders #3585,HO,Anstead,QLD,4070,TB,Trade Builder,A-MONITO,accounts@petrobuilders.com.au,+61734329102
PHCLEAN,Standard,Ph Cleaning Management Pty Ltd Closed,UNASSIGNED,Albany Creek,QLD,4035,A0,Commercial Caulking,CLOSED,phcleaning.invoices@gmail.com,+61406019921
PHGROUP,Standard,Ph Group Services Pty Ltd,Q4,Peregian Springs,QLD,4573,UNCATEGORIZED,Commercial Caulking,A-OCCASI,phcleaning.invoices@gmail.com,+61406019488
PHILIPFA,Cash Sale,Philip Fairbrass,GC OFFICE,Cedar Grove,QLD,4285,APP D,Joinery & Cabinet,I-NEVER,philip69780@gmail.com,+61492460207
PID,Cash Sale,Pid Diesel Engineering,Q4,Kunda Park,QLD,4556,IND,Misc Industrial,I-NEVER,accounts@piddiesel.com,+61421112860
PINO,Cash Sale,Pino Property Maintenance,HO,Stafford Heights,QLD,4053,CONST,Misc Construction,A-MONITO,pino.g2@bigpond.com,+61417077517
PIVOTIRR,Standard,Pivot Irrigation & Pumping Pty Ltd,HO,Gunnedah,NSW,2380,CONST,Misc Industrial,A-MONITO,RuralcoPrints@ruralco.com.au,+61267426501
PJEVANS,Standard,Pj Evans & Co,Q6,Rockhampton,QLD,4700,RESELLER,Megapoxy Reseller,I-NEVER,accounts@pjevans.com.au,49271266
PKFQLD,Standard,Pkf Pty Ltd,Q1,Northgate,QLD,4013,CONST,Flooring,A-OCCASI,csawers@pkflooring.com,+61733524888
PKMCON,Cash Sale,Pkm Constructions,Q8,Terranora,NSW,2486,APP D,Commercial Construct,A-POTENT,matth.pkm@gmail.com,+61421244892
PLANA,Cash Sale,Plan A Glass & Aluminium,Q3,Thornlands,QLD,4164,A0,Glass & Alum,NEW-ACCE,sales@planaglass.com.au,+61412344231
PLASHA,Cash Sale,The Plant Shack,Q1,Deception Bay,QLD,4508,UNCATEGORIZED,Misc Construction,A-MONITO,nlambourne@outlook.com,NO_PHONE_PROVIDED
PLASTASC,Standard,Plastamasta Sunshine Coast,Q4,Maroochydore,QLD,4558,UNCATEGORIZED,Plasterboard Supplie,I-NEVER,jane@plasta.com.au,54791322
PLASTIC,Standard,Plastic Solutions Australia Pty Ltd,OFFICE9,Scoresby,VIC,3179,RESELLER,Masonry Supplies,I-POTENT,payables@psa.com.au,+61397640031
PLASTNTH,Standard,Plastamasta Northside,Q1,Brendale,QLD,4500,RESELLER,Plasterboard Supplie,I-NEVER,peta@rot.com.au,+61738813744
PLATTILE,Cash Sale,Platinum Tile Co.,Q3,Meadowbrook,QLD,4131,TILER,Bathroom,A-NEVER,info@platinumtileco.com.au,+61423777918
PLAYPOLE,Cash Sale,Play Poles,Q4,Kunda Park,QLD,4556,IND,Misc Industrial,A-OCCASI,bruce@playpoles.com.au,54455259
PLEXXCON,Standard,Plexxcon,HO,Geebung,QLD,4034,UNCATEGORIZED,Domestic Builder,NEW-ACCE,accounts@plexxcon.com.au,+61738657717
PLMANAGE,Cash Sale,P & L Management,HO,Keperra,QLD,4054,CONST,Misc Construction,A-NEVER,plman@bigpond.net.au,+61408618322
PLUMBCON,Standard,Plumb Constructions Pty Ltd,HO,Alderley,QLD,4051,CONST,Commercial Construct,A-MONITO,murray@plumbconstructions.com.au,+61406096334
PNCCONST,Standard,Pnc Constructions,HO,Everton Park,QLD,4053,CONST,Domestic Builder,I-NO POT,pnccon@outlook.com,+61411361754
PNDCOAST,Standard,Pnd Coastal Constructions,Q4,Maroochydore,QLD,4558,CONST,Domestic Builder,I-NO POT,pnd8889@bigpond.com,+61412668889
POLI,Cash Sale,Poli Developments,HO,Everton Park,QLD,4053,CONST,Developer,I-NEVER,polidevelopments@gmail.com,NO_PHONE_PROVIDED
POLONI,Cash Sale,E G & M Poloni,Q3,Shailer Park,QLD,4128,CONST,Stone,A-OCCASI,gypoloni@bigpond.com,+61738295010
POLYTEK,Standard,Polytek Australia Pty Ltd,Q3,Sunnybank Hills,QLD,4110,IND,Misc Industrial,A-OCCASI,george@polytek.com.au,+61733233666
POOLFAB,Standard,Pool Fab Sunshine Coast,Q4,Maroochydore,QLD,4558,CONST,Masonry,I-NEVER,accounts@poolfab.com.au,54511000
POOLPLUS,Cash Sale,Pools Plus,Q4,Kureelpa,QLD,4560,UNCATEGORIZED,Misc Construction,NEW-ACCE,wade@poolsplusqld.com,+61415830759
POOLSBY,Cash Sale,Pools By Design,Q4,Warana,QLD,4575,UNCATEGORIZED,Standard,A-MONITO,admin@poolsbydesign.net.au,54388046
POPPLUS,Cash Sale,Pop Plus,SLKOFFICE,Salisbury,QLD,4107,STONE,Masonry,I-NO POT,accounts@popplus.com.au,+61421119479
PORTCO,Cash Sale,Portugal Cork Company,Q3,Mansfield,QLD,4122,RESELLER,Masonry Supplies,I-NEVER,admin@portcork.com.au,+61733437677
PORTNAMB,Standard,Porters Industrial Sales,SHARED,Nambour,QLD,4560,RESELLER,Industrial Supplies,A-OCCASI,accounts@portersindustrial.com.au,54412900
POSEIDON,Cash Sale,Poseidon Waterproofing Holdings,UNASSIGNED,Hamilton,QLD,4007,UNCATEGORIZED,Closed,CLOSED,sales@poseidonwaterproofing.com.au,+61417602920
POSSCO,Standard,Possco Pty Ltd,Q4,Mundubbera,QLD,4626,CONST,Developer,I-POTENT,possco09@bigpond.com,41653229
POTTER,Cash Sale,Don Potter,HO,Yeppoon,QLD,4703,UNCATEGORIZED,Waterproofing,UNRANKED,NO_EMAIL_PROVIDED,+61410117822
PPZWATER,Standard,Ppz Waterproofing,Q8,Upper Coomera,QLD,4209,A1,Waterproofing,A-OCCASI,ppz.waterproofing@live.com.au,+61402147335
PRATT,Standard,Pratt Applicators,Q1,Albany Creek,QLD,4035,A2,Flooring,A-MONITO,prattapp@ozemail.com.au,+61732645599
PRECAST,Standard,Precast Concrete Products Pty Ltd,Q3,Goodna,QLD,4300,IND,Masonry,FOL-UP,precast@precast.com.au,+61732712766
PRECBLDG,Standard,Precision Building Products,Q8,Currumbin,QLD,4223,IND,Industrial Supplies,FOL-UP,sales@precisionbuilding.info,+61435318823
PRECINT,Standard,Precision Interior Fitout,Q3,Archerfield,QLD,4108,UNCATEGORIZED,Window Fixer,NEW-ACCE,admin@piwc.com.au,+61732742283
PRECISIO,Standard,Precision Sealing,Q4,Nirimba,QLD,4551,UNCATEGORIZED,Commercial Caulking,A-POTENT,precisionsealingqld@gmail.com,+61435566700
PRECWAT,Standard,Precision Waterproofing Services,Q5,Terranora,NSW,2486,UNCATEGORIZED,Waterproofing,A-VIP,precisionwaterproofing@hotmail.com,+61431055094
PREHUNG,Standard,Pre Hung Doors,Q3,Slacks Creek,QLD,4127,UNCATEGORIZED,Joinery & Cabinet,A-OCCASI,accounts@prehungdoors.com.au,+61738084088
PREMIS,Cash Sale,Premis,Q1,Bowen Hills,QLD,4006,UNCATEGORIZED,Trade Builder,I-NEVER,john.blessing@premis.com.au,+61737206700
PREMLIV,Cash Sale,Premier Living,HO,Ashgrove,QLD,4060,UNCATEGORIZED,Domestic Builder,FOL-UP,joshua@premierlivingconstructions.com,+61401424964
PREPSEAL,Cash Sale,Prepseal,Q5,Tamborine Mountain,QLD,4272,APP D,Waterproofing,A-OCCASI,info@prepseal.com.au,+61417070316
PRESTPAT,Cash Sale,Prestige Patios & Outdoors,Q2,Toowoomba,QLD,4350,UNCATEGORIZED,Domestic Builder,NEW-ACCE,projects@prestigeoutdoors.com.au,+61412760407
PRESTPRE,Cash Sale,Prestige Precision Tools,Q3,Holland Park West,QLD,4121,RESELLER,Industrial Supplies,I-NEVER,lester@pptools.com.au,+61418775835
PRESTSER,Standard,Precision Stone Services,Q1,Northgate,QLD,4014,STONE,Stone,A-POTENT,admin@precisionstoneservices.com.au,+61732667599
PREZGLAZ,Standard,Prez Glazing,Q8,Worongary,QLD,4213,UNCATEGORIZED,Glass & Alum,I-POTENT,jase@prezglazing.com.au,+61416160903
PRIMECOM,Standard,Prime Composites Australia Pty Ltd,Q5,Arundel,QLD,4214,IND,Misc Industrial,A-OCCASI,accounts@primecomposites.com.au,55005300
PRIMSTON,Cash Sale,Prime Stone Works,Q8,Molendinar,QLD,4214,APP D,Stone,A-OCCASI,info@primestoneworks.com.au,+61415097058
PRIORITY,Cash Sale,Priority 1 Building,HO,Enoggera,QLD,4051,UNCATEGORIZED,Domestic Builder,UNRANKED,yourhandy@outlook.com,+61408007793
PROBYN,Standard,Allan Probyn,HO,Stafford,QLD,4053,CONST,Domestic Builder,A-MONITO,NO_EMAIL_PROVIDED,+61419719138
PRODUCT,Standard,Pro-Duct And Sheetmetal,Q4,Kunda Park,QLD,4556,IND,Sheet Metal,A-OCCASI,accounts@pro-ductqld.com.au,54537411
PROFIT,Cash Sale,Profit,Q8,Molendinar,QLD,4214,APP D,Joinery & Cabinet,A-POTENT,info@pro-fit.net.au,+61409272646
PROJECTN,Standard,Project Nine,HO,Stafford Heights,QLD,4053,CONST,Domestic Builder,A-MONITO,damien@projectnine.net.au,+61413947992
PROJENGI,Cash Sale,Project Engineering & Fabrication,Q1,Newmarket,QLD,4051,UNCATEGORIZED,Misc Construction,A-NEVER,accounts@projecteng.com.au,+61434019179
PROMAC,Standard,Promac Sealing Pty Ltd,Q3,Daisy Hill,QLD,4127,A1,Commercial Caulking,A-POTENT,accounts@promacsealing.com.au,1300776622
PROMINAD,Cash Sale,Prominade Pty Ltd,Q1,Warner,QLD,4500,CONST,Bathroom,A-POTENT,bondjohn237@gmail.com,+61732032142
PROPARCH,Standard,Property Architects,HO,Stafford,QLD,4053,UNCATEGORIZED,Developer,I-NEVER,paul.a@propertyarchitects.com.au,+61412352992
PROPERSE,Cash Sale,Proper Sealing Solutions,Q1,Kalinga,QLD,4030,APP D,Commercial Caulking,A-MONITO,matt@properseal.com.au,+61424913910
PROSEAL,Standard,Pro Seal Qld Pty Ltd,Q1,Burpengary East,QLD,4505,A1,Waterproofing,A-POTENT,accounts@prosealqld.com,+61439171977
PROTPEST,Cash Sale,Protectant Pest Management,Q3,Loganholme  Bc,QLD,4456,A1,Misc Construction,A-NEVER,finance@ppmgmt.com.au,+61738061402
Q,Internal,Adheseal Stafford,UNASSIGNED,Stafford,QLD,4053,UNCATEGORIZED,Standard,UNRANKED,fin.s@adheseal.com.au,NO_PHONE_PROVIDED
Q3 CASH,Standard,Q3 Cash,Q3,Nan,UNKNOWN,0,UNCATEGORIZED,Standard,A-MONITO,NO_EMAIL_PROVIDED,NO_PHONE_PROVIDED
QBASE,Cash Sale,Q Base,Q1,Brendale,QLD,4500,UNCATEGORIZED,Masonry,UNRANKED,NO_EMAIL_PROVIDED,NO_PHONE_PROVIDED
QBUILD,Standard,Department Of Energy & Public Works - Qbuild,Q3,Cannon Hill,QLD,4170,GOVT,Domestic Builder,A-MONITO,qbuildseq.invoices@hpw.qld.gov.au,+61739096409
QCFLOORS,Standard,Qc Floors,Q3,Helensvale,QLD,4212,UNCATEGORIZED,Flooring,I-NEVER,admin@qcfloors.com.au,+61499900282
QCLGROUP,Standard,Qcl Group Pty Ltd Closed,HO,Caboolture,QLD,4510,CONST,Closed,CLOSED,accounts@qclgroup.com.au,+61451972929
QLDCAULK,Cash Sale,Qld Caulking & Cleaning Group,HO,Murarrie,QLD,4172,UNCATEGORIZED,Bathroom,UNRANKED,office@qldccgroup.com,+61434676607
QLDGLASS,Standard,Queensland Glass Pty Ltd,Q3,Cannon Hill,QLD,4170,UNCATEGORIZED,Glass & Alum,FOL-UP,ap.qgq@queenslandglass.com.au,+61738906099
QLDHERIT,Standard,Qld Heritage Masonry,Q1,Caboolture,QLD,4510,STONE,Stone,A-NEVER,admin@qhm.com.au,+61457071972
QLDINDUS,Standard,Queensland Industrial Cladding,Q2,Highfields,QLD,4352,UNCATEGORIZED,Industrial Supplies,NEW-ACCE,lachlan@industrialcladding.com.au,+61746155200
QLDKITCH,Standard,Qld Kitchen & Bathroom Distributors Cash,Q4,Palmwoods,QLD,4555,UNCATEGORIZED,Bathroom,UNRANKED,admin@qkb.net.au,54527761
QLDPAISU,Standard,Qld Paint Supplies Pty Ltd,Q3,Acacia Ridge,QLD,4110,RESELLER,Industrial Supplies,A-OCCASI,qps@qldpaintsupplies.com.au,+61738751266
QLDPROJE,Standard,Queensland Project Professionals,Q1,Burpengary,QLD,4505,CONST,Commercial Construct,A-POTENT,kris@qpp.com.au,+61738880150
QLDPROPE,Standard,Qld Property Developments,Q1,Clayfield,QLD,4011,CONST,Developer,A-POTENT,accounts@qpdevelopments.com.au,+61733147333
QLDPROT,Cash Sale,Queensland Protective Cases,HO,Brendale,QLD,4500,IND,Misc Industrial,A-MONITO,accounts@qldprocases.com.au,+61738812358
QLDRAIL,Standard,Queensland Rail,Q1,Geebung,QLD,4034,UNCATEGORIZED,Government,A-MONITO,APInvoices@qr.com.au,NO_PHONE_PROVIDED
QLDROOF,Cash Sale,Qld Roofing Warehouse,Q8,Burleigh Heads,QLD,4220,RESELLER,Industrial Supplies,A-POTENT,tim@roofingwarehouse.com.au,55934766
QLDSEAL,Cash Sale,Queensland Seal,Q3,Tanah Merah,QLD,4128,A0,Commercial Caulking,I-NEVER,fastpros@hotmail.com,+61432654507
QLDSHO,Cash Sale,Queensland Shower Restoration,Q1,Chermside West,QLD,4032,UNCATEGORIZED,Waterproofing,NEW-ACCE,info@showerrestoration.com.au,+61404842560
QLDTIMB,Cash Sale,Qld Timber Flooring,Q4,Maroochydore,QLD,4558,UNCATEGORIZED,Flooring,A-MONITO,accounts@queenslandtimberflooring.com,+61434275722
QLINER,Standard,Q Line Rubber Lining Services,Q1,Howard Springs,NT,835,UNCATEGORIZED,Misc Construction,NEW-ACCE,admin@qlinerubber.com.au,+61408079524
QRCPRO,Cash Sale,Qrc Projects,Q1,Upper Kedron,QLD,4055,UNCATEGORIZED,Waterproofing,NEW-ACCE,info@qrcprojects.com.au,+61733518721
QUALITY,Standard,Quality First Constructions,Q4,Coolum Beach,QLD,4573,CONST,Domestic Builder,I-NEVER,accounts@qualityfirstconstructions.com.au,+61427237737
QUALITYS,Standard,Quality Seal Australia,Q5,Labrador,QLD,4215,APP D,Commercial Caulking,FOL-UP,office@qualitysealaustralia.com.au,+61756060208
QUANTUMC,Cash Sale,Quantum Catering Equipment,GC OFFICE,Burleigh Heads,QLD,4220,UNCATEGORIZED,Sheet Metal,A-MONITO,quantumcatering@hotmail.com,+61418874603
QUESKY,Cash Sale,Queensland Skylights,HO,Brendale,QLD,4500,UNCATEGORIZED,Misc Construction,A-NEVER,sales@qldskylights.com.au,+61738899855
QUICKFIX,Standard,Quick-Fix Aluminium,Q5,Burleigh Bc,QLD,4220,A0,Window Fixer,A-VIP,quick-fixaluminiumcommercial@outlook.com,56591881
QUICKGUN,Cash Sale,Quick Guns Joint Sealing,Q8,Bean Creek,NSW,2469,APP D,Commercial Caulking,FOL-UP,quickguns70@gmail.com,+61422953523
QUIKSEAL,Standard,Quikseal Pty Ltd,Q3,Wellington Point,QLD,4160,A1,Tilt Panel,A-VIP,quikseal@bigpond.com,+61412466765
QUINN,Cash Sale,Warren Quinn Constructions,Q4,Maroochydore Bc,QLD,4558,CONST,Domestic Builder,I-NO POT,warrenquinn@bigpond.com,+61412713427
QUOKKA,Cash Sale,Quokka Waterproofing Pty Ltd,Q5,Southport,QLD,4215,APP D,Waterproofing,I-POTENT,moonshq7q1@haver.com,NO_PHONE_PROVIDED
RABOR,Cash Sale,Rabos Rise,Q4,Yandina,QLD,4561,JOINERY,Joinery & Cabinet,A-OCCASI,sales@rabosrise.com.au,+61419837764
